Catalogue,Findspot,Province,Denomination,Mint_Year,Mint
25237,Lucu,Mauretania Caesarea,sestertius,209.5,Rome
25238,Lucu,Mauretania Caesarea,sestertius,209.5,Rome
25239,Lucu,Mauretania Caesarea,sestertius,209.5,Rome
25240,Lucu,Mauretania Caesarea,sestertius,209.5,Rome
25241,Lucu,Mauretania Caesarea,sestertius,209.5,Rome
25242,Lucu,Mauretania Caesarea,sestertius,209.5,Rome
25243,Lucu,Mauretania Caesarea,sestertius,209.5,Rome
25244,Lucu,Mauretania Caesarea,sestertius,209.5,Rome
25245,Lucu,Mauretania Caesarea,sestertius,209.5,Rome
25246,Lucu,Mauretania Caesarea,sestertius,209.5,Rome
25247,Lucu,Mauretania Caesarea,sestertius,209.5,Rome
25248,Lucu,Mauretania Caesarea,sestertius,209.5,Rome
25249,Lucu,Mauretania Caesarea,sestertius,209.5,Rome
25250,Lucu,Mauretania Caesarea,sestertius,209.5,Rome
25251,Lucu,Mauretania Caesarea,sestertius,209.5,Rome
25252,Lucu,Mauretania Caesarea,sestertius,209.5,Rome
25253,Lucu,Mauretania Caesarea,sestertius,209.5,Rome
25254,Lucu,Mauretania Caesarea,sestertius,209.5,Rome
25255,Lucu,Mauretania Caesarea,sestertius,209.5,Rome
25256,Lucu,Mauretania Caesarea,sestertius,209.5,Rome
25257,Tipasa,Mauretania Caesarea,aureus,-6.5,Rome
25258,Tipasa,Mauretania Caesarea,aureus,-6.5,Rome
25259,Tipasa,Mauretania Caesarea,aureus,-6.5,Rome
25260,Tipasa,Mauretania Caesarea,aureus,-6.5,Rome
25261,Tipasa,Mauretania Caesarea,aureus,-6.5,Rome
25262,Tipasa,Mauretania Caesarea,aureus,-6.5,Rome
25263,Tipasa,Mauretania Caesarea,aureus,-6.5,Rome
25264,Tipasa,Mauretania Caesarea,aureus,-6.5,Rome
25265,Tipasa,Mauretania Caesarea,aureus,-6.5,Rome
25266,Tipasa,Mauretania Caesarea,aureus,-6.5,Rome
25267,Tipasa,Mauretania Caesarea,aureus,-6.5,Rome
25268,Tipasa,Mauretania Caesarea,aureus,-6.5,Rome
25269,Tipasa,Mauretania Caesarea,aureus,-6.5,Rome
25270,Tipasa,Mauretania Caesarea,aureus,-6.5,Rome
25271,Tipasa,Mauretania Caesarea,aureus,-6.5,Rome
25272,Tipasa,Mauretania Caesarea,aureus,-6.5,Rome
25273,Tipasa,Mauretania Caesarea,aureus,-6.5,Rome
25274,Tipasa,Mauretania Caesarea,aureus,-6.5,Rome
25275,Tipasa,Mauretania Caesarea,aureus,-6.5,Rome
25276,Tipasa,Mauretania Caesarea,aureus,-6.5,Rome
25277,Tipasa,Mauretania Caesarea,aureus,-6.5,Rome
25278,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25279,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25280,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25281,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25282,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25283,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25284,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25285,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25286,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25287,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25288,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25289,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25290,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25291,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25292,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25293,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25294,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25295,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25296,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25297,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25298,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25299,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25300,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25301,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25302,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25303,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25304,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25305,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25306,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25307,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25308,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25309,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25310,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25311,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25312,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25313,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25314,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25315,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25316,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25317,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25318,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25319,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25320,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25321,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25322,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25323,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25324,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25325,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25326,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25327,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25328,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25329,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25330,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25331,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25332,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25333,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25334,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25335,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25336,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25337,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25338,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25339,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25340,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25341,Tipasa (2),Mauretania Caesarea,denarius,51.5,Rome
25342,Tipasa (3),Mauretania Caesarea,denarius,191.5,Rome
25343,Tipasa (3),Mauretania Caesarea,denarius,191.5,Rome
25344,Tipasa (3),Mauretania Caesarea,denarius,191.5,Rome
25345,Tipasa (3),Mauretania Caesarea,denarius,191.5,Rome
25346,Tipasa (3),Mauretania Caesarea,denarius,191.5,Rome
25347,Tipasa (3),Mauretania Caesarea,denarius,191.5,Rome
25348,Tipasa (3),Mauretania Caesarea,denarius,191.5,Rome
25349,Tipasa (3),Mauretania Caesarea,denarius,191.5,Rome
25350,Tipasa (3),Mauretania Caesarea,denarius,191.5,Rome
25351,Tipasa (3),Mauretania Caesarea,denarius,191.5,Rome
25352,Tipasa (3),Mauretania Caesarea,denarius,191.5,Rome
25353,Tipasa (4),Mauretania Caesarea,antoninianus,260.5,Rome
25354,Tipasa (4),Mauretania Caesarea,antoninianus,260.5,Rome
25355,Tipasa (4),Mauretania Caesarea,antoninianus,260.5,Rome
25356,Tipasa (4),Mauretania Caesarea,antoninianus,260.5,Rome
25357,Tipasa (4),Mauretania Caesarea,antoninianus,260.5,Rome
25358,Tipasa (4),Mauretania Caesarea,antoninianus,260.5,Rome
25359,Tipasa (4),Mauretania Caesarea,antoninianus,260.5,Rome
25360,Tipasa (4),Mauretania Caesarea,antoninianus,260.5,Rome
25361,Tipasa (4),Mauretania Caesarea,antoninianus,260.5,Rome
25362,Tipasa (4),Mauretania Caesarea,antoninianus,260.5,Rome
25363,Tipasa (4),Mauretania Caesarea,antoninianus,260.5,Rome
25364,Tipasa (4),Mauretania Caesarea,antoninianus,260.5,Rome
25365,Tipasa (4),Mauretania Caesarea,antoninianus,260.5,Rome
25366,Tipasa (4),Mauretania Caesarea,antoninianus,260.5,Rome
25367,Tipasa (4),Mauretania Caesarea,antoninianus,260.5,Rome
25368,Tipasa (4),Mauretania Caesarea,antoninianus,260.5,Rome
25369,Tipasa (4),Mauretania Caesarea,antoninianus,260.5,Rome
25370,Tipasa (4),Mauretania Caesarea,antoninianus,260.5,Rome
25371,Tipasa (4),Mauretania Caesarea,antoninianus,260.5,Rome
25372,Tipasa (4),Mauretania Caesarea,antoninianus,260.5,Rome
25373,Tipasa (4),Mauretania Caesarea,antoninianus,269.0,Rome
25374,Tipasa (4),Mauretania Caesarea,antoninianus,269.0,Rome
25375,Tipasa (4),Mauretania Caesarea,antoninianus,269.0,Rome
25376,Tipasa (4),Mauretania Caesarea,antoninianus,269.0,Rome
25377,Tipasa (4),Mauretania Caesarea,antoninianus,269.0,Rome
25378,Tipasa (4),Mauretania Caesarea,antoninianus,269.0,Rome
25379,Tipasa (4),Mauretania Caesarea,antoninianus,269.0,Rome
25380,Tipasa (4),Mauretania Caesarea,antoninianus,269.0,Rome
25381,Tipasa (4),Mauretania Caesarea,antoninianus,269.0,Rome
25382,Tipasa (4),Mauretania Caesarea,antoninianus,269.0,Rome
25383,Tipasa (4),Mauretania Caesarea,antoninianus,269.0,Rome
25384,Tipasa (4),Mauretania Caesarea,antoninianus,269.0,Rome
25385,Tipasa (4),Mauretania Caesarea,antoninianus,269.0,Rome
25386,Tipasa (4),Mauretania Caesarea,antoninianus,269.0,Rome
25387,Tipasa (4),Mauretania Caesarea,antoninianus,269.0,Rome
25388,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25389,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25390,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25391,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25392,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25393,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25394,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25395,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25396,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25397,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25398,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25399,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25400,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25401,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25402,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25403,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25404,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25405,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25406,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25407,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25408,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25409,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25410,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25411,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25412,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25413,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25414,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25415,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25416,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25417,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25418,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25419,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25420,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25421,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25422,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25423,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25424,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25425,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25426,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25427,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25428,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25429,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25430,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25431,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25432,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25433,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25434,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25435,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25436,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25437,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25438,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25439,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25440,Tipasa (4),Mauretania Caesarea,antoninianus,272.5,Rome
25441,Tipasa (4),Mauretania Caesarea,antoninianus,273.0,Rome
25442,Tipasa (4),Mauretania Caesarea,antoninianus,273.0,Rome
25443,Tipasa (4),Mauretania Caesarea,antoninianus,273.0,Rome
25444,Tipasa (4),Mauretania Caesarea,antoninianus,273.0,Rome
25445,Tipasa (4),Mauretania Caesarea,antoninianus,273.0,Rome
25446,Tipasa (4),Mauretania Caesarea,antoninianus,273.0,Rome
25447,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25448,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25449,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25450,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25451,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25452,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25453,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25454,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25455,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25456,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25457,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25458,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25459,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25460,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25461,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25462,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25463,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25464,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25465,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25466,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25467,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25468,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25469,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25470,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25471,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25472,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25473,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25474,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25475,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25476,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25477,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25478,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25479,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25480,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25481,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25482,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25483,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25484,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25485,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25486,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25487,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25488,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25489,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25490,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25491,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25492,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25493,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25494,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25495,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25496,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25497,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25498,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25499,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25500,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25501,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25502,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25503,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25504,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25505,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25506,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25507,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25508,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25509,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25510,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25511,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25512,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25513,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25514,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25515,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25516,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25517,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25518,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25519,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25520,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25521,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25522,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25523,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25524,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25525,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25526,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25527,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25528,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25529,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25530,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25531,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25532,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25533,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25534,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25535,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25536,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25537,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25538,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25539,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25540,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25541,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25542,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25543,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25544,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25545,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25546,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25547,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25548,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25549,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25550,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25551,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25552,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25553,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25554,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25555,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25556,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25557,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25558,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25559,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25560,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25561,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25562,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25563,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25564,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25565,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25566,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25567,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25568,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25569,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25570,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25571,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25572,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25573,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25574,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25575,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25576,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25577,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25578,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25579,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25580,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25581,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25582,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25583,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25584,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25585,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25586,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25587,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25588,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25589,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25590,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25591,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25592,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25593,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25594,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25595,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25596,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25597,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25598,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25599,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25600,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25601,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25602,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25603,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25604,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25605,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25606,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25607,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25608,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25609,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25610,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25611,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25612,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
25613,Abbiar-Miggi,Tripolitania,antoninianus,272.5,Gaul/Italy
