Catalogue,Findspot,Province,Denomination,Mint_Year,Mint
13518,Guelma,Numidia,sestertius,245.5,Rome
13519,Guelma,Numidia,sestertius,245.5,Rome
13520,Guelma,Numidia,sestertius,245.5,Rome
13521,Guelma,Numidia,sestertius,245.5,Rome
13522,Guelma,Numidia,sestertius,245.5,Rome
13523,Guelma,Numidia,sestertius,245.5,Rome
13524,Guelma,Numidia,sestertius,245.5,Rome
13525,Guelma,Numidia,sestertius,245.5,Rome
13526,Guelma,Numidia,sestertius,245.5,Rome
13527,Guelma,Numidia,sestertius,245.5,Rome
13528,Guelma,Numidia,sestertius,245.5,Rome
13529,Guelma,Numidia,sestertius,246.0,Rome
13530,Guelma,Numidia,sestertius,246.0,Rome
13531,Guelma,Numidia,sestertius,246.0,Rome
13532,Guelma,Numidia,sestertius,246.0,Rome
13533,Guelma,Numidia,sestertius,246.0,Rome
13534,Guelma,Numidia,sestertius,246.0,Rome
13535,Guelma,Numidia,sestertius,246.5,Rome
13536,Guelma,Numidia,sestertius,246.5,Rome
13537,Guelma,Numidia,sestertius,246.5,Rome
13538,Guelma,Numidia,sestertius,246.5,Rome
13539,Guelma,Numidia,sestertius,246.5,Rome
13540,Guelma,Numidia,sestertius,246.5,Rome
13541,Guelma,Numidia,sestertius,246.5,Rome
13542,Guelma,Numidia,sestertius,246.5,Rome
13543,Guelma,Numidia,sestertius,246.5,Rome
13544,Guelma,Numidia,sestertius,246.5,Rome
13545,Guelma,Numidia,sestertius,246.5,Rome
13546,Guelma,Numidia,sestertius,246.5,Rome
13547,Guelma,Numidia,sestertius,246.5,Rome
13548,Guelma,Numidia,sestertius,246.5,Rome
13549,Guelma,Numidia,sestertius,246.5,Rome
13550,Guelma,Numidia,sestertius,246.5,Rome
13551,Guelma,Numidia,sestertius,246.5,Rome
13552,Guelma,Numidia,sestertius,246.5,Rome
13553,Guelma,Numidia,sestertius,246.5,Rome
13554,Guelma,Numidia,sestertius,246.5,Rome
13555,Guelma,Numidia,sestertius,246.5,Rome
13556,Guelma,Numidia,sestertius,246.5,Rome
13557,Guelma,Numidia,sestertius,246.5,Rome
13558,Guelma,Numidia,sestertius,246.5,Rome
13559,Guelma,Numidia,sestertius,246.5,Rome
13560,Guelma,Numidia,sestertius,246.5,Rome
13561,Guelma,Numidia,sestertius,246.5,Rome
13562,Guelma,Numidia,sestertius,246.5,Rome
13563,Guelma,Numidia,sestertius,246.5,Rome
13564,Guelma,Numidia,sestertius,246.5,Rome
13565,Guelma,Numidia,sestertius,246.5,Rome
13566,Guelma,Numidia,sestertius,246.5,Rome
13567,Guelma,Numidia,sestertius,246.5,Rome
13568,Guelma,Numidia,sestertius,246.5,Rome
13569,Guelma,Numidia,sestertius,246.5,Rome
13570,Guelma,Numidia,sestertius,246.5,Rome
13571,Guelma,Numidia,sestertius,246.5,Rome
13572,Guelma,Numidia,sestertius,246.5,Rome
13573,Guelma,Numidia,sestertius,246.5,Rome
13574,Guelma,Numidia,sestertius,246.5,Rome
13575,Guelma,Numidia,sestertius,246.5,Rome
13576,Guelma,Numidia,sestertius,246.5,Rome
13577,Guelma,Numidia,sestertius,246.5,Rome
13578,Guelma,Numidia,sestertius,246.5,Rome
13579,Guelma,Numidia,sestertius,246.5,Rome
13580,Guelma,Numidia,sestertius,246.5,Rome
13581,Guelma,Numidia,sestertius,246.5,Rome
13582,Guelma,Numidia,sestertius,246.5,Rome
13583,Guelma,Numidia,sestertius,246.5,Rome
13584,Guelma,Numidia,sestertius,246.5,Rome
13585,Guelma,Numidia,sestertius,246.5,Rome
13586,Guelma,Numidia,sestertius,246.5,Rome
13587,Guelma,Numidia,sestertius,246.5,Rome
13588,Guelma,Numidia,sestertius,246.5,Rome
13589,Guelma,Numidia,sestertius,246.5,Rome
13590,Guelma,Numidia,sestertius,246.5,Rome
13591,Guelma,Numidia,sestertius,246.5,Rome
13592,Guelma,Numidia,sestertius,246.5,Rome
13593,Guelma,Numidia,sestertius,246.5,Rome
13594,Guelma,Numidia,sestertius,246.5,Rome
13595,Guelma,Numidia,sestertius,246.5,Rome
13596,Guelma,Numidia,sestertius,246.5,Rome
13597,Guelma,Numidia,sestertius,246.5,Rome
13598,Guelma,Numidia,sestertius,246.5,Rome
13599,Guelma,Numidia,sestertius,246.5,Rome
13600,Guelma,Numidia,sestertius,246.5,Rome
13601,Guelma,Numidia,sestertius,246.5,Rome
13602,Guelma,Numidia,sestertius,246.5,Rome
13603,Guelma,Numidia,sestertius,246.5,Rome
13604,Guelma,Numidia,sestertius,246.5,Rome
13605,Guelma,Numidia,sestertius,246.5,Rome
13606,Guelma,Numidia,sestertius,246.5,Rome
13607,Guelma,Numidia,sestertius,246.5,Rome
13608,Guelma,Numidia,sestertius,246.5,Rome
13609,Guelma,Numidia,sestertius,246.5,Rome
13610,Guelma,Numidia,sestertius,246.5,Rome
13611,Guelma,Numidia,sestertius,246.5,Rome
13612,Guelma,Numidia,sestertius,246.5,Rome
13613,Guelma,Numidia,sestertius,246.5,Rome
13614,Guelma,Numidia,sestertius,246.5,Rome
13615,Guelma,Numidia,sestertius,246.5,Rome
13616,Guelma,Numidia,sestertius,246.5,Rome
13617,Guelma,Numidia,sestertius,246.5,Rome
13618,Guelma,Numidia,sestertius,246.5,Rome
13619,Guelma,Numidia,sestertius,246.5,Rome
13620,Guelma,Numidia,sestertius,246.5,Rome
13621,Guelma,Numidia,sestertius,246.5,Rome
13622,Guelma,Numidia,sestertius,246.5,Rome
13623,Guelma,Numidia,sestertius,246.5,Rome
13624,Guelma,Numidia,sestertius,246.5,Rome
13625,Guelma,Numidia,sestertius,246.5,Rome
13626,Guelma,Numidia,sestertius,246.5,Rome
13627,Guelma,Numidia,sestertius,246.5,Rome
13628,Guelma,Numidia,sestertius,246.5,Rome
13629,Guelma,Numidia,sestertius,246.5,Rome
13630,Guelma,Numidia,sestertius,246.5,Rome
13631,Guelma,Numidia,sestertius,246.5,Rome
13632,Guelma,Numidia,sestertius,246.5,Rome
13633,Guelma,Numidia,sestertius,246.5,Rome
13634,Guelma,Numidia,sestertius,246.5,Rome
13635,Guelma,Numidia,sestertius,246.5,Rome
13636,Guelma,Numidia,sestertius,246.5,Rome
13637,Guelma,Numidia,sestertius,246.5,Rome
13638,Guelma,Numidia,sestertius,246.5,Rome
13639,Guelma,Numidia,sestertius,246.5,Rome
13640,Guelma,Numidia,sestertius,246.5,Rome
13641,Guelma,Numidia,sestertius,246.5,Rome
13642,Guelma,Numidia,sestertius,246.5,Rome
13643,Guelma,Numidia,sestertius,246.5,Rome
13644,Guelma,Numidia,sestertius,246.5,Rome
13645,Guelma,Numidia,sestertius,246.5,Rome
13646,Guelma,Numidia,sestertius,246.5,Rome
13647,Guelma,Numidia,sestertius,246.5,Rome
13648,Guelma,Numidia,sestertius,246.5,Rome
13649,Guelma,Numidia,sestertius,246.5,Rome
13650,Guelma,Numidia,sestertius,246.5,Rome
13651,Guelma,Numidia,sestertius,246.5,Rome
13652,Guelma,Numidia,sestertius,246.5,Rome
13653,Guelma,Numidia,sestertius,246.5,Rome
13654,Guelma,Numidia,sestertius,246.5,Rome
13655,Guelma,Numidia,sestertius,246.5,Rome
13656,Guelma,Numidia,sestertius,246.5,Rome
13657,Guelma,Numidia,sestertius,246.5,Rome
13658,Guelma,Numidia,sestertius,246.5,Rome
13659,Guelma,Numidia,sestertius,246.5,Rome
13660,Guelma,Numidia,sestertius,246.5,Rome
13661,Guelma,Numidia,sestertius,246.5,Rome
13662,Guelma,Numidia,sestertius,246.5,Rome
13663,Guelma,Numidia,sestertius,246.5,Rome
13664,Guelma,Numidia,sestertius,246.5,Rome
13665,Guelma,Numidia,sestertius,246.5,Rome
13666,Guelma,Numidia,sestertius,246.5,Rome
13667,Guelma,Numidia,sestertius,246.5,Rome
13668,Guelma,Numidia,sestertius,246.5,Rome
13669,Guelma,Numidia,sestertius,246.5,Rome
13670,Guelma,Numidia,sestertius,246.5,Rome
13671,Guelma,Numidia,sestertius,246.5,Rome
13672,Guelma,Numidia,sestertius,246.5,Rome
13673,Guelma,Numidia,sestertius,246.5,Rome
13674,Guelma,Numidia,sestertius,246.5,Rome
13675,Guelma,Numidia,sestertius,246.5,Rome
13676,Guelma,Numidia,sestertius,246.5,Rome
13677,Guelma,Numidia,sestertius,246.5,Rome
13678,Guelma,Numidia,sestertius,246.5,Rome
13679,Guelma,Numidia,sestertius,246.5,Rome
13680,Guelma,Numidia,sestertius,246.5,Rome
13681,Guelma,Numidia,sestertius,246.5,Rome
13682,Guelma,Numidia,sestertius,246.5,Rome
13683,Guelma,Numidia,sestertius,246.5,Rome
13684,Guelma,Numidia,sestertius,246.5,Rome
13685,Guelma,Numidia,sestertius,246.5,Rome
13686,Guelma,Numidia,sestertius,246.5,Rome
13687,Guelma,Numidia,sestertius,246.5,Rome
13688,Guelma,Numidia,sestertius,246.5,Rome
13689,Guelma,Numidia,sestertius,246.5,Rome
13690,Guelma,Numidia,sestertius,246.5,Rome
13691,Guelma,Numidia,sestertius,246.5,Rome
13692,Guelma,Numidia,sestertius,246.5,Rome
13693,Guelma,Numidia,sestertius,246.5,Rome
13694,Guelma,Numidia,sestertius,246.5,Rome
13695,Guelma,Numidia,sestertius,246.5,Rome
13696,Guelma,Numidia,sestertius,246.5,Rome
13697,Guelma,Numidia,sestertius,246.5,Rome
13698,Guelma,Numidia,sestertius,246.5,Rome
13699,Guelma,Numidia,sestertius,246.5,Rome
13700,Guelma,Numidia,sestertius,246.5,Rome
13701,Guelma,Numidia,sestertius,246.5,Rome
13702,Guelma,Numidia,sestertius,246.5,Rome
13703,Guelma,Numidia,sestertius,246.5,Rome
13704,Guelma,Numidia,sestertius,246.5,Rome
13705,Guelma,Numidia,sestertius,246.5,Rome
13706,Guelma,Numidia,sestertius,246.5,Rome
13707,Guelma,Numidia,sestertius,246.5,Rome
13708,Guelma,Numidia,sestertius,246.5,Rome
13709,Guelma,Numidia,sestertius,246.5,Rome
13710,Guelma,Numidia,sestertius,246.5,Rome
13711,Guelma,Numidia,sestertius,246.5,Rome
13712,Guelma,Numidia,sestertius,246.5,Rome
13713,Guelma,Numidia,sestertius,246.5,Rome
13714,Guelma,Numidia,sestertius,246.5,Rome
13715,Guelma,Numidia,sestertius,246.5,Rome
13716,Guelma,Numidia,sestertius,246.5,Rome
13717,Guelma,Numidia,sestertius,246.5,Rome
13718,Guelma,Numidia,sestertius,246.5,Rome
13719,Guelma,Numidia,sestertius,246.5,Rome
13720,Guelma,Numidia,sestertius,246.5,Rome
13721,Guelma,Numidia,sestertius,246.5,Rome
13722,Guelma,Numidia,sestertius,246.5,Rome
13723,Guelma,Numidia,sestertius,246.5,Rome
13724,Guelma,Numidia,sestertius,246.5,Rome
13725,Guelma,Numidia,sestertius,246.5,Rome
13726,Guelma,Numidia,sestertius,246.5,Rome
13727,Guelma,Numidia,sestertius,246.5,Rome
13728,Guelma,Numidia,sestertius,246.5,Rome
13729,Guelma,Numidia,sestertius,246.5,Rome
13730,Guelma,Numidia,sestertius,246.5,Rome
13731,Guelma,Numidia,sestertius,246.5,Rome
13732,Guelma,Numidia,sestertius,246.5,Rome
13733,Guelma,Numidia,sestertius,246.5,Rome
13734,Guelma,Numidia,sestertius,246.5,Rome
13735,Guelma,Numidia,sestertius,246.5,Rome
13736,Guelma,Numidia,sestertius,246.5,Rome
13737,Guelma,Numidia,sestertius,246.5,Rome
13738,Guelma,Numidia,sestertius,246.5,Rome
13739,Guelma,Numidia,sestertius,246.5,Rome
13740,Guelma,Numidia,sestertius,246.5,Rome
13741,Guelma,Numidia,sestertius,246.5,Rome
13742,Guelma,Numidia,sestertius,246.5,Rome
13743,Guelma,Numidia,sestertius,246.5,Rome
13744,Guelma,Numidia,sestertius,246.5,Rome
13745,Guelma,Numidia,sestertius,246.5,Rome
13746,Guelma,Numidia,sestertius,246.5,Rome
13747,Guelma,Numidia,sestertius,246.5,Rome
13748,Guelma,Numidia,sestertius,246.5,Rome
13749,Guelma,Numidia,sestertius,246.5,Rome
13750,Guelma,Numidia,sestertius,246.5,Rome
13751,Guelma,Numidia,sestertius,246.5,Rome
13752,Guelma,Numidia,sestertius,246.5,Rome
13753,Guelma,Numidia,sestertius,247.0,Rome
13754,Guelma,Numidia,sestertius,247.0,Rome
13755,Guelma,Numidia,sestertius,247.0,Rome
13756,Guelma,Numidia,sestertius,247.0,Rome
13757,Guelma,Numidia,sestertius,247.0,Rome
13758,Guelma,Numidia,sestertius,247.0,Rome
13759,Guelma,Numidia,sestertius,247.0,Rome
13760,Guelma,Numidia,sestertius,247.0,Rome
13761,Guelma,Numidia,sestertius,247.0,Rome
13762,Guelma,Numidia,sestertius,247.0,Rome
13763,Guelma,Numidia,sestertius,247.0,Rome
13764,Guelma,Numidia,sestertius,247.0,Rome
13765,Guelma,Numidia,sestertius,247.0,Rome
13766,Guelma,Numidia,sestertius,247.0,Rome
13767,Guelma,Numidia,sestertius,247.0,Rome
13768,Guelma,Numidia,sestertius,247.0,Rome
13769,Guelma,Numidia,sestertius,247.0,Rome
13770,Guelma,Numidia,sestertius,247.0,Rome
13771,Guelma,Numidia,sestertius,247.0,Rome
13772,Guelma,Numidia,sestertius,247.0,Rome
13773,Guelma,Numidia,sestertius,247.0,Rome
13774,Guelma,Numidia,sestertius,247.0,Rome
13775,Guelma,Numidia,sestertius,247.0,Rome
13776,Guelma,Numidia,sestertius,247.0,Rome
13777,Guelma,Numidia,sestertius,247.0,Rome
13778,Guelma,Numidia,sestertius,247.0,Rome
13779,Guelma,Numidia,sestertius,247.0,Rome
13780,Guelma,Numidia,sestertius,247.0,Rome
13781,Guelma,Numidia,sestertius,247.0,Rome
13782,Guelma,Numidia,sestertius,247.0,Rome
13783,Guelma,Numidia,sestertius,247.0,Rome
13784,Guelma,Numidia,sestertius,247.0,Rome
13785,Guelma,Numidia,sestertius,247.0,Rome
13786,Guelma,Numidia,sestertius,247.0,Rome
13787,Guelma,Numidia,sestertius,247.0,Rome
13788,Guelma,Numidia,sestertius,247.0,Rome
13789,Guelma,Numidia,sestertius,247.0,Rome
13790,Guelma,Numidia,sestertius,247.0,Rome
13791,Guelma,Numidia,sestertius,247.0,Rome
13792,Guelma,Numidia,sestertius,247.0,Rome
13793,Guelma,Numidia,sestertius,247.0,Rome
13794,Guelma,Numidia,sestertius,247.0,Rome
13795,Guelma,Numidia,sestertius,247.0,Rome
13796,Guelma,Numidia,sestertius,247.0,Rome
13797,Guelma,Numidia,sestertius,247.0,Rome
13798,Guelma,Numidia,sestertius,247.0,Rome
13799,Guelma,Numidia,sestertius,247.0,Rome
13800,Guelma,Numidia,sestertius,247.0,Rome
13801,Guelma,Numidia,sestertius,247.0,Rome
13802,Guelma,Numidia,sestertius,247.0,Rome
13803,Guelma,Numidia,sestertius,247.0,Rome
13804,Guelma,Numidia,sestertius,247.0,Rome
13805,Guelma,Numidia,sestertius,247.0,Rome
13806,Guelma,Numidia,sestertius,247.0,Rome
13807,Guelma,Numidia,sestertius,247.0,Rome
13808,Guelma,Numidia,sestertius,247.0,Rome
13809,Guelma,Numidia,sestertius,247.0,Rome
13810,Guelma,Numidia,sestertius,247.0,Rome
13811,Guelma,Numidia,sestertius,247.0,Rome
13812,Guelma,Numidia,sestertius,247.0,Rome
13813,Guelma,Numidia,sestertius,247.0,Rome
13814,Guelma,Numidia,sestertius,248.0,Rome
13815,Guelma,Numidia,sestertius,248.0,Rome
13816,Guelma,Numidia,sestertius,248.0,Rome
13817,Guelma,Numidia,sestertius,248.0,Rome
13818,Guelma,Numidia,sestertius,248.0,Rome
13819,Guelma,Numidia,sestertius,248.0,Rome
13820,Guelma,Numidia,sestertius,248.0,Rome
13821,Guelma,Numidia,sestertius,248.0,Rome
13822,Guelma,Numidia,sestertius,248.0,Rome
13823,Guelma,Numidia,sestertius,248.0,Rome
13824,Guelma,Numidia,sestertius,248.0,Rome
13825,Guelma,Numidia,sestertius,248.0,Rome
13826,Guelma,Numidia,sestertius,248.0,Rome
13827,Guelma,Numidia,sestertius,248.0,Rome
13828,Guelma,Numidia,sestertius,248.0,Rome
13829,Guelma,Numidia,sestertius,248.0,Rome
13830,Guelma,Numidia,sestertius,248.0,Rome
13831,Guelma,Numidia,sestertius,248.0,Rome
13832,Guelma,Numidia,sestertius,248.0,Rome
13833,Guelma,Numidia,sestertius,248.0,Rome
13834,Guelma,Numidia,sestertius,248.0,Rome
13835,Guelma,Numidia,sestertius,248.0,Rome
13836,Guelma,Numidia,sestertius,248.0,Rome
13837,Guelma,Numidia,sestertius,248.0,Rome
13838,Guelma,Numidia,sestertius,248.0,Rome
13839,Guelma,Numidia,sestertius,248.0,Rome
13840,Guelma,Numidia,sestertius,248.0,Rome
13841,Guelma,Numidia,sestertius,248.0,Rome
13842,Guelma,Numidia,sestertius,248.0,Rome
13843,Guelma,Numidia,sestertius,248.0,Rome
13844,Guelma,Numidia,sestertius,248.0,Rome
13845,Guelma,Numidia,sestertius,248.0,Rome
13846,Guelma,Numidia,sestertius,248.0,Rome
13847,Guelma,Numidia,sestertius,248.5,Rome
13848,Guelma,Numidia,sestertius,248.5,Rome
13849,Guelma,Numidia,sestertius,248.5,Rome
13850,Guelma,Numidia,sestertius,248.5,Rome
13851,Guelma,Numidia,sestertius,248.5,Rome
13852,Guelma,Numidia,sestertius,248.5,Rome
13853,Guelma,Numidia,sestertius,248.5,Rome
13854,Guelma,Numidia,sestertius,246.0,Rome
13855,Guelma,Numidia,sestertius,246.0,Rome
13856,Guelma,Numidia,sestertius,246.0,Rome
13857,Guelma,Numidia,sestertius,246.0,Rome
13858,Guelma,Numidia,sestertius,246.0,Rome
13859,Guelma,Numidia,sestertius,246.0,Rome
13860,Guelma,Numidia,sestertius,246.0,Rome
13861,Guelma,Numidia,sestertius,246.0,Rome
13862,Guelma,Numidia,sestertius,246.0,Rome
13863,Guelma,Numidia,sestertius,246.0,Rome
13864,Guelma,Numidia,sestertius,246.0,Rome
13865,Guelma,Numidia,sestertius,246.0,Rome
13866,Guelma,Numidia,sestertius,246.0,Rome
13867,Guelma,Numidia,sestertius,246.0,Rome
13868,Guelma,Numidia,sestertius,246.0,Rome
13869,Guelma,Numidia,sestertius,246.0,Rome
13870,Guelma,Numidia,sestertius,246.0,Rome
13871,Guelma,Numidia,sestertius,246.0,Rome
13872,Guelma,Numidia,sestertius,246.0,Rome
13873,Guelma,Numidia,sestertius,246.0,Rome
13874,Guelma,Numidia,sestertius,246.0,Rome
13875,Guelma,Numidia,sestertius,246.0,Rome
13876,Guelma,Numidia,sestertius,246.0,Rome
13877,Guelma,Numidia,sestertius,246.0,Rome
13878,Guelma,Numidia,sestertius,246.0,Rome
13879,Guelma,Numidia,sestertius,246.0,Rome
13880,Guelma,Numidia,sestertius,246.0,Rome
13881,Guelma,Numidia,sestertius,246.0,Rome
13882,Guelma,Numidia,sestertius,246.0,Rome
13883,Guelma,Numidia,sestertius,246.0,Rome
13884,Guelma,Numidia,sestertius,246.0,Rome
13885,Guelma,Numidia,sestertius,246.0,Rome
13886,Guelma,Numidia,sestertius,246.0,Rome
13887,Guelma,Numidia,sestertius,246.0,Rome
13888,Guelma,Numidia,sestertius,246.0,Rome
13889,Guelma,Numidia,sestertius,246.0,Rome
13890,Guelma,Numidia,sestertius,246.0,Rome
13891,Guelma,Numidia,sestertius,246.0,Rome
13892,Guelma,Numidia,sestertius,246.0,Rome
13893,Guelma,Numidia,sestertius,246.0,Rome
13894,Guelma,Numidia,sestertius,246.0,Rome
13895,Guelma,Numidia,sestertius,246.0,Rome
13896,Guelma,Numidia,sestertius,246.0,Rome
13897,Guelma,Numidia,sestertius,246.0,Rome
13898,Guelma,Numidia,sestertius,246.0,Rome
13899,Guelma,Numidia,sestertius,246.0,Rome
13900,Guelma,Numidia,sestertius,246.0,Rome
13901,Guelma,Numidia,sestertius,246.0,Rome
13902,Guelma,Numidia,sestertius,246.0,Rome
13903,Guelma,Numidia,sestertius,246.0,Rome
13904,Guelma,Numidia,sestertius,246.0,Rome
13905,Guelma,Numidia,sestertius,246.0,Rome
13906,Guelma,Numidia,sestertius,246.0,Rome
13907,Guelma,Numidia,sestertius,246.0,Rome
13908,Guelma,Numidia,sestertius,246.0,Rome
13909,Guelma,Numidia,sestertius,246.0,Rome
13910,Guelma,Numidia,sestertius,246.0,Rome
13911,Guelma,Numidia,sestertius,246.0,Rome
13912,Guelma,Numidia,sestertius,246.0,Rome
13913,Guelma,Numidia,sestertius,246.0,Rome
13914,Guelma,Numidia,sestertius,246.0,Rome
13915,Guelma,Numidia,sestertius,246.0,Rome
13916,Guelma,Numidia,sestertius,246.0,Rome
13917,Guelma,Numidia,sestertius,246.0,Rome
13918,Guelma,Numidia,sestertius,246.0,Rome
13919,Guelma,Numidia,sestertius,246.0,Rome
13920,Guelma,Numidia,sestertius,246.0,Rome
13921,Guelma,Numidia,sestertius,246.0,Rome
13922,Guelma,Numidia,sestertius,246.0,Rome
13923,Guelma,Numidia,sestertius,246.0,Rome
13924,Guelma,Numidia,sestertius,246.0,Rome
13925,Guelma,Numidia,sestertius,246.0,Rome
13926,Guelma,Numidia,sestertius,246.0,Rome
13927,Guelma,Numidia,sestertius,246.0,Rome
13928,Guelma,Numidia,sestertius,246.0,Rome
13929,Guelma,Numidia,sestertius,247.5,Rome
13930,Guelma,Numidia,sestertius,247.5,Rome
13931,Guelma,Numidia,sestertius,247.5,Rome
13932,Guelma,Numidia,sestertius,247.5,Rome
13933,Guelma,Numidia,sestertius,247.5,Rome
13934,Guelma,Numidia,sestertius,247.5,Rome
13935,Guelma,Numidia,sestertius,247.5,Rome
13936,Guelma,Numidia,sestertius,247.5,Rome
13937,Guelma,Numidia,sestertius,247.5,Rome
13938,Guelma,Numidia,sestertius,247.5,Rome
13939,Guelma,Numidia,sestertius,247.5,Rome
13940,Guelma,Numidia,sestertius,247.5,Rome
13941,Guelma,Numidia,sestertius,247.5,Rome
13942,Guelma,Numidia,sestertius,247.5,Rome
13943,Guelma,Numidia,sestertius,247.5,Rome
13944,Guelma,Numidia,sestertius,247.5,Rome
13945,Guelma,Numidia,sestertius,247.5,Rome
13946,Guelma,Numidia,sestertius,247.5,Rome
13947,Guelma,Numidia,sestertius,247.5,Rome
13948,Guelma,Numidia,sestertius,247.5,Rome
13949,Guelma,Numidia,sestertius,247.5,Rome
13950,Guelma,Numidia,sestertius,247.5,Rome
13951,Guelma,Numidia,sestertius,247.5,Rome
13952,Guelma,Numidia,sestertius,247.5,Rome
13953,Guelma,Numidia,sestertius,247.5,Rome
13954,Guelma,Numidia,sestertius,247.5,Rome
13955,Guelma,Numidia,sestertius,247.5,Rome
13956,Guelma,Numidia,sestertius,247.5,Rome
13957,Guelma,Numidia,sestertius,247.5,Rome
13958,Guelma,Numidia,sestertius,247.5,Rome
13959,Guelma,Numidia,sestertius,247.5,Rome
13960,Guelma,Numidia,sestertius,247.5,Rome
13961,Guelma,Numidia,sestertius,247.5,Rome
13962,Guelma,Numidia,sestertius,247.5,Rome
13963,Guelma,Numidia,sestertius,247.5,Rome
13964,Guelma,Numidia,sestertius,247.5,Rome
13965,Guelma,Numidia,sestertius,247.5,Rome
13966,Guelma,Numidia,sestertius,247.5,Rome
13967,Guelma,Numidia,sestertius,247.5,Rome
13968,Guelma,Numidia,sestertius,245.0,Rome
13969,Guelma,Numidia,sestertius,245.0,Rome
13970,Guelma,Numidia,sestertius,245.0,Rome
13971,Guelma,Numidia,sestertius,245.0,Rome
13972,Guelma,Numidia,sestertius,245.0,Rome
13973,Guelma,Numidia,sestertius,245.0,Rome
13974,Guelma,Numidia,sestertius,245.0,Rome
13975,Guelma,Numidia,sestertius,245.0,Rome
13976,Guelma,Numidia,sestertius,245.0,Rome
13977,Guelma,Numidia,sestertius,245.0,Rome
13978,Guelma,Numidia,sestertius,245.0,Rome
13979,Guelma,Numidia,sestertius,245.0,Rome
13980,Guelma,Numidia,sestertius,245.0,Rome
13981,Guelma,Numidia,sestertius,245.0,Rome
13982,Guelma,Numidia,sestertius,245.0,Rome
13983,Guelma,Numidia,sestertius,245.0,Rome
13984,Guelma,Numidia,sestertius,245.0,Rome
13985,Guelma,Numidia,sestertius,245.0,Rome
13986,Guelma,Numidia,sestertius,245.0,Rome
13987,Guelma,Numidia,sestertius,245.0,Rome
13988,Guelma,Numidia,sestertius,246.5,Rome
13989,Guelma,Numidia,sestertius,246.5,Rome
13990,Guelma,Numidia,sestertius,246.5,Rome
13991,Guelma,Numidia,sestertius,246.5,Rome
13992,Guelma,Numidia,sestertius,246.5,Rome
13993,Guelma,Numidia,sestertius,246.5,Rome
13994,Guelma,Numidia,sestertius,246.5,Rome
13995,Guelma,Numidia,sestertius,246.5,Rome
13996,Guelma,Numidia,sestertius,246.5,Rome
13997,Guelma,Numidia,sestertius,246.5,Rome
13998,Guelma,Numidia,sestertius,246.5,Rome
13999,Guelma,Numidia,sestertius,246.5,Rome
14000,Guelma,Numidia,sestertius,248.5,Rome
14001,Guelma,Numidia,sestertius,248.5,Rome
14002,Guelma,Numidia,sestertius,248.5,Rome
14003,Guelma,Numidia,sestertius,248.5,Rome
14004,Guelma,Numidia,sestertius,249.0,Rome
14005,Guelma,Numidia,sestertius,249.0,Rome
14006,Guelma,Numidia,sestertius,249.0,Rome
14007,Guelma,Numidia,sestertius,249.0,Rome
14008,Guelma,Numidia,sestertius,250.0,Rome
14009,Guelma,Numidia,sestertius,250.0,Rome
14010,Guelma,Numidia,sestertius,250.0,Rome
14011,Guelma,Numidia,sestertius,250.0,Rome
14012,Guelma,Numidia,sestertius,250.0,Rome
14013,Guelma,Numidia,sestertius,250.0,Rome
14014,Guelma,Numidia,sestertius,250.0,Rome
14015,Guelma,Numidia,sestertius,250.0,Rome
14016,Guelma,Numidia,sestertius,250.0,Rome
14017,Guelma,Numidia,sestertius,250.0,Rome
14018,Guelma,Numidia,sestertius,250.0,Rome
14019,Guelma,Numidia,sestertius,250.0,Rome
14020,Guelma,Numidia,sestertius,250.0,Rome
14021,Guelma,Numidia,sestertius,250.0,Rome
14022,Guelma,Numidia,sestertius,250.0,Rome
14023,Guelma,Numidia,sestertius,250.0,Rome
14024,Guelma,Numidia,sestertius,250.0,Rome
14025,Guelma,Numidia,sestertius,250.0,Rome
14026,Guelma,Numidia,sestertius,250.0,Rome
14027,Guelma,Numidia,sestertius,250.0,Rome
14028,Guelma,Numidia,sestertius,250.0,Rome
14029,Guelma,Numidia,sestertius,250.0,Rome
14030,Guelma,Numidia,sestertius,250.0,Rome
14031,Guelma,Numidia,sestertius,250.0,Rome
14032,Guelma,Numidia,sestertius,250.0,Rome
14033,Guelma,Numidia,sestertius,250.0,Rome
14034,Guelma,Numidia,sestertius,250.0,Rome
14035,Guelma,Numidia,sestertius,250.0,Rome
14036,Guelma,Numidia,sestertius,250.0,Rome
14037,Guelma,Numidia,sestertius,250.0,Rome
14038,Guelma,Numidia,sestertius,250.0,Rome
14039,Guelma,Numidia,sestertius,250.0,Rome
14040,Guelma,Numidia,sestertius,250.0,Rome
14041,Guelma,Numidia,sestertius,250.0,Rome
14042,Guelma,Numidia,sestertius,250.0,Rome
14043,Guelma,Numidia,sestertius,250.0,Rome
14044,Guelma,Numidia,sestertius,250.0,Rome
14045,Guelma,Numidia,sestertius,250.0,Rome
14046,Guelma,Numidia,sestertius,250.0,Rome
14047,Guelma,Numidia,sestertius,250.0,Rome
14048,Guelma,Numidia,sestertius,250.0,Rome
14049,Guelma,Numidia,sestertius,250.0,Rome
14050,Guelma,Numidia,sestertius,250.0,Rome
14051,Guelma,Numidia,sestertius,250.0,Rome
14052,Guelma,Numidia,sestertius,250.0,Rome
14053,Guelma,Numidia,sestertius,250.0,Rome
14054,Guelma,Numidia,sestertius,250.0,Rome
